analisanya,bikin,buruk,daerah,ditawarin,gara,garden,ibukota,ikan,indonesia,integrasi,jokowi,kalimantan,kembang,kota,maju,mindah,negara,ngelanjutin,paksa,pangan,park,peluang,pikir,pilih,pindah,punggung,pusing,putus,sektor,semangat,sih,sosok,tahan,taman,tani,timur,tulang
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5078057159532956,0.0,0.0,0.0,0.0,0.24197214449533977,0.5078057159532956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4096944542263282,0.0,0.0,0.0,0.0,0.5078057159532956,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.4603120143698668,0.0,0.0,0.0,0.2301560071849334,0.2301560071849334,0.0,0.2301560071849334,0.2301560071849334,0.2301560071849334,0.2301560071849334,0.10967057060882958,0.0,0.0,0.1856884174167402,0.0,0.0,0.2301560071849334,0.0,0.2301560071849334,0.0,0.0,0.0,0.2301560071849334,0.0,0.0,0.2301560071849334,0.0,0.0,0.0,0.2301560071849334,0.0,0.2301560071849334,0.2301560071849334,0.2301560071849334
0.0,0.2940336520610418,0.0,0.0,0.0,0.36444713287901837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1736610115393519,0.0,0.0,0.2940336520610418,0.0,0.7288942657580367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36444713287901837,0.0,0.0,0.0,0.0,0.0,0.0
0.2688918128136852,0.43388044299510337,0.0,0.0,0.2688918128136852,0.0,0.2688918128136852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12812838953894534,0.0,0.2688918128136852,0.0,0.2688918128136852,0.0,0.0,0.2688918128136852,0.0,0.2688918128136852,0.2688918128136852,0.0,0.0,0.2688918128136852,0.0,0.0,0.0,0.0,0.2688918128136852,0.0,0.2688918128136852,0.0,0.0,0.0
0.0,0.0,0.5894630806320427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2808823162882302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47557510189256375,0.0,0.0,0.5894630806320427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
